"size";"compares";"swaps";"time"
100;557;254;0,0
200;1319;607;0,1
300;2213;993;0,2
400;3042;1412;0,2
500;3859;1902;0,3
600;5030;2284;0,4
700;5863;2732;0,5
800;6887;3226;0,6
900;7820;3739;0,8
1000;8719;4302;0,7
1100;10442;4727;0,8
1200;11263;5165;0,9
1300;12299;5660;0,10
1400;13126;6160;0,11
1500;14096;6722;0,12
1600;15380;7248;0,13
1700;16330;7762;0,15
1800;17460;8372;0,14
1900;18372;8942;0,15
2000;19440;9600;0,16
2100;22238;10132;0,16
2200;23092;10552;0,20
2300;23927;11059;0,19
2400;24930;11526;0,20
2500;25904;12073;0,23
2600;27211;12617;0,23
2700;28141;13138;0,23
2800;29051;13719;0,22
2900;30165;14291;0,27
3000;31190;14936;0,26
3100;33103;15569;0,28
3200;33963;16092;0,28
3300;34951;16645;0,29
3400;36068;17224;0,30
3500;37085;17852;0,31
3600;38545;18540;0,32
3700;39477;19130;0,33
3800;40545;19784;0,32
3900;41743;20479;0,35
4000;42880;21203;0,36
4100;47290;21992;0,42
4200;48714;22357;0,45
4300;49599;22809;0,38
4400;50598;23300;0,41
4500;51537;23819;0,42
4600;52454;24415;0,43
4700;53726;24887;0,43
4800;54666;25453;0,45
4900;55798;26028;0,45
5000;56821;26641;0,47
5100;57827;27321;0,48
5200;59636;27834;0,49
5300;60566;28371;0,50
5400;61692;28967;0,51
5500;62631;29578;0,48
5600;63701;30239;0,54
5700;65120;30852;0,54
5800;66135;31473;0,55
5900;67368;32180;0,57
6000;68379;32869;0,58
6100;69554;33620;0,61
6200;72440;34237;0,57
6300;73395;34760;0,58
6400;74330;35380;0,62
6500;75447;35933;0,61
6600;76513;36590;0,64
6700;77912;37223;0,63
6800;78940;37848;0,65
6900;79966;38534;0,66
7000;81170;39202;0,68
7100;82304;39957;0,68
7200;84306;40676;0,69
7300;85355;41290;0,70
7400;86361;41957;0,73
7500;87575;42636;0,71
7600;88693;43370;0,74
7700;90250;44155;0,76
7800;91287;44850;0,77
7900;92459;45610;0,78
8000;93751;46395;0,75
8100;95008;47218;0,71
8200;103513;48085;0,84
8300;104967;48457;0,84
8400;105870;48918;0,85
8500;106883;49402;0,81
8600;107816;49925;0,86
8700;108747;50526;0,90
8800;110007;50997;0,88
8900;110993;51547;0,87
9000;112089;52132;0,89
9100;113117;52751;0,91
9200;114119;53433;0,95
9300;115931;53937;0,94
9400;116857;54475;0,95
9500;117988;55075;0,96
9600;118929;55690;0,98
9700;120018;56346;0,99
9800;121412;56950;1,1
9900;122428;57585;1,3
10000;123658;58287;1,6
