"size";"compares";"swaps";"time"
100;558;700;0,0
200;1319;1600;0,1
300;2214;2700;0,2
400;3042;3600;0,2
500;3859;4500;0,4
600;5029;6000;0,4
700;5862;7000;0,5
800;6888;8000;0,5
900;7818;9000;0,6
1000;8719;10000;0,7
1100;10440;12100;0,8
1200;11263;13200;0,9
1300;12298;14300;0,10
1400;13125;15400;0,11
1500;14094;16500;0,12
1600;15381;17600;0,13
1700;16332;18700;0,14
1800;17459;19800;0,16
1900;18374;20900;0,15
2000;19438;22000;0,17
2100;22236;25200;0,16
2200;23092;26400;0,18
2300;23926;27600;0,20
2400;24929;28800;0,21
2500;25906;30000;0,23
2600;27212;31200;0,23
2700;28141;32400;0,24
2800;29050;33600;0,26
2900;30164;34800;0,28
3000;31191;36000;0,27
3100;33101;37200;0,26
3200;33965;38400;0,29
3300;34950;39600;0,30
3400;36069;40800;0,31
3500;37085;42000;0,32
3600;38535;43200;0,31
3700;39479;44400;0,33
3800;40547;45600;0,35
3900;41746;46800;0,35
4000;42874;48000;0,37
4100;47277;53300;0,42
4200;48717;54600;0,40
4300;49600;55900;0,40
4400;50597;57200;0,42
4500;51540;58500;0,43
4600;52463;59800;0,43
4700;53727;61100;0,44
4800;54663;62400;0,46
4900;55804;63700;0,47
5000;56824;65000;0,48
5100;57827;66300;0,48
5200;59638;67600;0,49
5300;60568;68900;0,51
5400;61696;70200;0,52
5500;62628;71500;0,52
5600;63705;72800;0,53
5700;65117;74100;0,55
5800;66133;75400;0,56
5900;67369;76700;0,56
6000;68383;78000;0,57
6100;69551;79300;0,60
6200;72434;80600;0,60
6300;73391;81900;0,62
6400;74338;83200;0,62
6500;75448;84500;0,62
6600;76516;85800;0,63
6700;77914;87100;0,65
6800;78947;88400;0,66
6900;79965;89700;0,69
7000;81166;91000;0,68
7100;82297;92300;0,70
7200;84310;93600;0,70
7300;85356;94900;0,71
7400;86358;96200;0,74
7500;87574;97500;0,77
7600;88695;98800;0,80
7700;90254;100100;0,73
7800;91287;101400;0,77
7900;92459;102700;0,94
8000;93757;104000;0,81
8100;95002;105300;0,80
8200;103486;114800;0,85
8300;104965;116200;0,88
8400;105868;117600;0,87
8500;106882;119000;0,89
8600;107818;120400;0,88
8700;108753;121800;0,88
8800;110011;123200;0,90
8900;110992;124600;0,91
9000;112083;126000;0,93
9100;113120;127400;0,92
9200;114122;128800;0,95
9300;115930;130200;0,93
9400;116859;131600;0,97
9500;117986;133000;0,97
9600;118929;134400;0,98
9700;120016;135800;1,0
9800;121411;137200;1,2
9900;122427;138600;1,2
10000;123659;140000;1,2
