"size";"compares";"swaps";"time"
100;2561;2466;0,0
200;10082;9887;0,0
300;22430;22135;0,10
400;40452;40058;0,10
500;62990;62498;0,10
600;89897;89304;0,20
700;122864;122170;0,30
800;160418;159625;0,40
900;204338;203445;0,60
1000;252519;251526;0,60
1100;302687;301594;0,80
1200;363090;361896;1,0
1300;423487;422196;1,10
1400;485575;484183;1,19
1500;559728;558236;1,19
1600;638905;637312;1,60
1700;723497;721805;1,80
1800;807297;805504;2,10
1900;907846;905956;2,29
2000;1000873;998880;2,50
2100;1103835;1101745;2,70
2200;1208758;1206567;3,10
2300;1315714;1313422;3,29
2400;1439308;1436917;3,60
2500;1564353;1561861;3,90
2600;1686695;1684104;4,40
2700;1830742;1828049;4,59
2800;1957879;1955088;4,90
2900;2110439;2107548;5,29
3000;2258098;2255107;5,79
3100;2399883;2396792;6,0
3200;2554872;2551682;6,40
3300;2720865;2717575;6,79
3400;2888079;2884686;7,20
3500;3048195;3044705;7,70
3600;3218220;3214628;8,19
3700;3421400;3417709;8,59
3800;3627076;3623284;9,9
3900;3801401;3797509;9,40
4000;4006220;4002230;9,80
4100;4216931;4212840;10,50
4200;4398582;4394391;10,80
4300;4627598;4623306;11,50
4400;4846934;4842543;12,19
4500;5084971;5080480;12,80
4600;5273539;5268946;13,9
4700;5514329;5509639;13,80
4800;5762832;5758041;14,30
4900;5999853;5994960;14,69
5000;6265512;6260522;15,40
5100;6495196;6490105;16,0
5200;6766706;6761514;16,50
5300;6989821;6984530;17,39
5400;7287543;7282150;18,50
5500;7574474;7568982;18,80
5600;7819241;7813649;19,50
5700;8177073;8171381;20,19
5800;8421806;8416015;21,0
5900;8714478;8708587;21,60
6000;9014745;9008755;22,30
6100;9262877;9256785;23,10
6200;9617159;9610966;23,50
6300;9902393;9896100;24,30
6400;10231880;10225490;25,10
6500;10557925;10551433;25,89
6600;10903901;10897310;26,89
6700;11198371;11191680;27,60
6800;11564676;11557885;28,60
6900;11966175;11959284;29,50
7000;12254096;12247105;30,19
7100;12579754;12572662;31,10
7200;12962509;12955319;32,0
7300;13374869;13367578;32,50
7400;13680970;13673579;33,50
7500;14011356;14003864;34,70
7600;14481919;14474329;35,70
7700;14757471;14749779;37,0
7800;15213157;15205366;37,39
7900;15582876;15574984;38,39
8000;16078915;16070924;39,70
8100;16373743;16365652;40,20
8200;16825945;16817755;41,0
8300;17235769;17227478;42,70
8400;17609516;17601125;43,29
8500;18017025;18008533;44,20
8600;18441541;18432951;45,0
8700;18960259;18951569;46,60
8800;19324467;19315677;47,50
8900;19742908;19734018;48,89
9000;20205153;20196163;49,70
9100;20718648;20709556;51,0
9200;21182157;21172966;51,70
9300;21610255;21600963;53,79
9400;22083309;22073918;54,39
9500;22554052;22544561;56,20
9600;23082611;23073021;56,60
9700;23477157;23467467;57,79
9800;24042408;24032619;58,70
9900;24538431;24528542;60,60
10000;25035194;25025202;61,50
