"size";"compares";"swaps";"time"
100;552;247;0,0
200;1325;612;0,0
300;2192;1006;0,0
400;3052;1392;0,0
500;3858;1911;0,0
600;5051;2263;0,0
700;5846;2743;0,0
800;6894;3176;0,0
900;7790;3743;0,0
1000;8715;4310;0,0
1100;10429;4712;0,0
1200;11309;5164;0,0
1300;12302;5709;0,0
1400;13156;6150;1,0
1500;14081;6692;0,0
1600;15395;7233;0,0
1700;16344;7776;0,0
1800;17462;8385;0,0
1900;18366;8915;1,0
2000;19490;9582;0,0
2100;22215;10158;0,0
2200;23127;10492;0,0
2300;23953;11062;0,0
2400;24949;11513;0,0
2500;25863;12021;0,0
2600;27198;12575;0,0
2700;28196;13190;0,0
2800;29047;13676;1,0
2900;30135;14273;0,0
3000;31230;14974;0,0
3100;33025;15535;0,0
3200;33933;16127;1,0
3300;34964;16608;0,0
3400;36020;17167;1,0
3500;37077;17940;0,0
3600;38598;18637;0,0
3700;39515;19097;0,0
3800;40635;19821;0,0
3900;41741;20519;1,0
4000;42888;21187;1,0
4100;47765;21933;0,0
4200;48738;22354;0,0
4300;49544;22784;1,0
4400;50596;23324;1,0
4500;51467;23808;1,0
4600;52476;24373;1,0
4700;53744;24950;1,0
4800;54587;25306;1,0
4900;55757;26004;1,0
5000;56893;26701;0,0
5100;57849;27247;0,0
5200;59603;27845;0,0
5300;60581;28387;1,0
5400;61717;28970;1,0
5500;62616;29625;1,0
5600;63727;30233;0,0
5700;65159;30872;1,0
5800;66160;31418;1,0
5900;67342;32236;0,0
6000;68346;32822;0,0
6100;69549;33557;1,0
6200;72424;34233;1,0
6300;73393;34790;0,0
6400;74311;35330;1,0
6500;75482;36022;0,0
6600;76496;36641;1,0
6700;77946;37200;1,0
6800;78908;37800;1,0
6900;79912;38512;1,0
7000;81196;39202;1,0
7100;82328;39890;1,0
7200;84229;40708;1,0
7300;85292;41282;1,0
7400;86353;41858;0,0
7500;87621;42666;1,0
7600;88675;43330;1,0
7700;90250;44150;1,0
7800;91302;44793;1,0
7900;92516;45640;1,0
8000;93773;46464;1,0
8100;95018;47269;1,0
8200;103333;48103;1,0
8300;104949;48410;1,0
8400;105855;49019;1,0
8500;106944;49329;1,0
8600;107834;50025;1,0
8700;108822;50512;1,0
8800;110010;51042;1,0
8900;111069;51583;1,0
9000;112145;52245;1,0
9100;113068;52624;1,0
9200;114160;53429;1,0
9300;115951;53998;1,0
9400;116792;54553;1,0
9500;117909;55179;1,0
9600;118880;55623;1,0
9700;119973;56289;1,0
9800;121342;56990;1,0
9900;122485;57540;2,0
10000;123618;58202;1,0
