"size";"compares";"swaps";"time"
100;558;700;0,1
200;1319;1600;0,1
300;2215;2700;0,2
400;3039;3600;0,3
500;3859;4500;0,3
600;5030;6000;0,5
700;5865;7000;0,4
800;6886;8000;0,6
900;7823;9000;0,5
1000;8718;10000;0,6
1100;10437;12100;0,9
1200;11260;13200;0,10
1300;12300;14300;0,11
1400;13124;15400;0,9
1500;14093;16500;0,13
1600;15377;17600;0,14
1700;16333;18700;0,14
1800;17457;19800;0,15
1900;18372;20900;0,17
2000;19442;22000;0,20
2100;22247;25200;0,17
2200;23091;26400;0,12
2300;23928;27600;0,21
2400;24933;28800;0,21
2500;25901;30000;0,19
2600;27211;31200;0,23
2700;28142;32400;0,24
2800;29051;33600;0,25
2900;30169;34800;0,13
3000;31190;36000;0,27
3100;33099;37200;0,29
3200;33963;38400;0,28
3300;34955;39600;0,28
3400;36076;40800;0,28
3500;37088;42000;0,30
3600;38539;43200;0,30
3700;39478;44400;0,32
3800;40548;45600;0,35
3900;41735;46800;0,35
4000;42870;48000;0,39
4100;47267;53300;0,46
4200;48706;54600;0,33
4300;49597;55900;0,40
4400;50599;57200;0,44
4500;51535;58500;0,45
4600;52460;59800;0,45
4700;53721;61100;0,44
4800;54664;62400;0,48
4900;55797;63700;0,46
5000;56826;65000;0,49
5100;57826;66300;0,49
5200;59637;67600;0,48
5300;60572;68900;0,46
5400;61699;70200;0,51
5500;62632;71500;0,45
5600;63707;72800;0,56
5700;65128;74100;0,58
5800;66131;75400;0,58
5900;67362;76700;0,58
6000;68375;78000;0,58
6100;69554;79300;0,63
6200;72447;80600;0,62
6300;73389;81900;0,65
6400;74345;83200;0,65
6500;75446;84500;0,61
6600;76512;85800;0,67
6700;77928;87100;0,64
6800;78943;88400;0,70
6900;79964;89700;0,70
7000;81171;91000;0,70
7100;82303;92300;0,72
7200;84310;93600;0,71
7300;85348;94900;0,73
7400;86356;96200;0,73
7500;87582;97500;0,71
7600;88694;98800;0,77
7700;90256;100100;0,78
7800;91303;101400;0,74
7900;92457;102700;0,99
8000;93754;104000;0,93
8100;95010;105300;0,88
8200;103527;114800;0,82
8300;104955;116200;0,87
8400;105860;117600;0,86
8500;106891;119000;0,89
8600;107822;120400;0,85
8700;108759;121800;0,92
8800;110019;123200;0,88
8900;110989;124600;0,92
9000;112090;126000;0,90
9100;113107;127400;0,93
9200;114122;128800;0,95
9300;115932;130200;0,93
9400;116861;131600;0,96
9500;117987;133000;0,97
9600;118936;134400;0,97
9700;120015;135800;1,1
9800;121419;137200;1,3
9900;122426;138600;1,4
10000;123659;140000;1,5
