"size";"compares";"swaps";"time"
10;22;40;0,0
50;238;300;0,0
100;563;700;0,0
500;3878;4500;0,2
1000;8741;10000;0,6
5000;56851;65000;0,49
10000;123713;140000;1,3
50000;733224;800000;5,48
100000;1566282;1700000;11,31
