"size";"compares";"swaps";"time"
10;23;40;0,0
50;228;300;0,0
100;557;700;0,0
500;3860;4500;0,3
1000;8719;10000;0,8
5000;56822;65000;0,46
10000;123659;140000;1,4
50000;733252;800000;6,11
100000;1566517;1700000;13,5
