"size";"compares";"swaps";"time"
100;591;316;1,0
200;1476;837;3,0
300;2297;1335;4,0
400;3310;1837;6,0
500;4332;2394;7,0
600;5202;2987;9,0
700;6623;3581;12,0
800;7438;4049;14,0
900;8503;4694;15,0
1000;9652;5289;17,0
1100;10592;5952;18,0
1200;11707;6670;20,0
1300;13827;7301;24,0
1400;14638;7805;26,0
1500;15618;8352;27,0
1600;16675;9134;30,0
1700;17658;9527;32,0
1800;18856;10372;33,0
1900;19781;11025;35,0
2000;21389;11737;39,0
2100;22243;12169;39,0
2200;23342;12943;40,0
2300;24646;13729;42,0
2400;25748;14487;43,0
2500;26821;15129;46,0
2600;30262;15948;52,0
2700;31117;16380;53,0
2800;32112;17075;55,0
2900;33354;17736;59,0
3000;34201;18155;60,0
3100;35334;18928;61,0
3200;36464;19824;64,0
3300;37938;20388;66,0
3400;38743;20804;67,0
3500;40013;21761;70,0
3600;41113;22352;71,0
3700;42306;23061;74,0
3800;43476;23911;76,0
3900;45414;24425;78,0
4000;46598;25287;80,0
4100;47786;26009;82,0
4200;48846;26519;84,0
4300;50043;27457;86,0
4400;51136;28226;88,0
4500;53046;29165;90,0
4600;53997;29884;92,0
4700;55050;30456;94,0
4800;56079;31215;96,0
4900;57654;32139;98,0
5000;58739;32875;100,0
5100;59860;33781;102,0
5200;65806;34432;113,0
5300;66944;35059;116,0
5400;67852;35702;118,0
5500;69038;36228;119,0
5600;69937;36939;122,0
5700;71062;37528;124,0
5800;72808;38500;126,0
5900;73192;38547;127,0
6000;74578;39583;130,0
6100;75756;40209;133,0
6200;77142;41279;135,0
6300;78089;41824;137,0
6400;79200;42645;139,0
6500;81069;42955;141,0
6600;82297;43804;144,0
6700;83090;44308;145,0
6800;84804;45584;148,0
6900;85523;45776;149,0
7000;86795;46790;152,0
7100;88462;47526;155,0
7200;89615;48392;157,0
7300;90757;49058;158,0
7400;92017;49766;161,0
7500;93268;50706;163,0
7600;94464;51564;165,0
7700;97954;52428;168,0
7800;99206;53263;170,0
7900;100277;53970;172,0
8000;101126;54470;175,0
8100;102487;55258;177,0
8200;103653;56086;177,0
8300;104699;56716;182,0
8400;106138;57405;184,0
8500;107502;58299;185,0
8600;108420;58876;187,0
8700;109810;59780;190,0
8800;111048;60754;192,0
8900;112412;61687;195,0
9000;114720;62454;197,0
9100;116011;63538;199,0
9200;117058;64192;201,0
9300;118043;64429;202,0
9400;119236;65341;205,0
9500;120733;66508;207,0
9600;122110;67699;210,0
9700;123496;68097;212,0
9800;124860;69065;213,0
9900;126219;70201;215,0
10000;127923;71348;218,0
