"size";"compares";"swaps";"time"
100;659;392;0,10
100;597;336;0,0
100;642;262;0,0
100;602;287;0,10
100;615;303;0,0
100;662;305;0,10
100;541;308;0,0
100;561;266;0,10
100;772;418;0,0
100;715;424;0,0
200;1585;816;0,10
200;1369;664;0,10
200;1404;796;0,10
200;1617;751;0,10
200;1638;882;0,10
200;1373;718;0,10
200;1670;995;0,10
200;1495;881;0,10
200;1404;590;0,10
200;1540;707;0,10
300;2409;1468;0,20
300;2523;1035;0,20
300;2418;1404;0,20
300;2663;1255;0,20
300;2642;1222;0,20
300;2653;1202;0,20
300;2577;1297;0,10
300;2455;1213;0,10
300;2338;996;0,10
300;2972;1769;0,20
400;4095;1806;0,30
400;3553;1745;0,30
400;3968;1943;0,30
400;3599;1633;0,30
400;3332;1624;0,30
400;3510;1611;0,20
400;3793;2155;0,30
400;3449;1656;0,30
400;3734;1857;0,30
400;3947;1945;0,30
500;4800;2430;0,30
500;4566;2195;0,30
500;5089;2700;0,40
500;4567;2376;0,30
500;5014;2266;0,30
500;4763;2429;0,30
500;4785;2489;0,40
500;4917;2320;0,30
500;4599;2313;0,30
500;5604;3395;0,40
600;5198;2691;0,40
600;6052;3135;0,40
600;6500;3050;0,50
600;5776;3009;0,50
600;5557;3011;0,50
600;5859;2409;0,40
600;5750;3146;0,50
600;6568;3255;0,40
600;5355;3063;0,40
600;6807;3529;0,50
700;6453;3380;0,50
700;6586;3438;0,50
700;7201;4209;0,60
700;6504;3254;0,40
700;7039;3074;0,40
700;7382;3581;0,50
700;6932;3127;0,50
700;6895;3250;0,50
700;7199;3969;0,50
700;6697;3107;0,40
800;7829;4222;0,60
800;8035;4216;0,60
800;8359;4417;0,60
800;8069;4441;0,60
800;9170;4772;0,60
800;8230;4011;0,50
800;8660;4698;0,70
800;8112;3674;0,60
800;8030;4165;0,60
800;8525;4095;0,60
900;9888;4603;0,70
900;10969;4817;0,70
900;10082;5332;0,70
900;9772;5485;0,80
900;9248;5207;0,80
900;9280;4523;0,60
900;9588;4490;0,60
900;9767;5577;0,80
900;9558;4819;0,60
900;8974;4658;0,70
1000;10865;5216;0,80
1000;10822;5623;0,80
1000;10123;5245;0,70
1000;10617;4705;0,70
1000;11443;5370;0,70
1000;11356;5502;0,80
1000;11502;7215;0,90
1000;10891;5416;0,80
1000;11399;5086;0,70
1000;10178;5317;0,80
1100;13246;6318;0,90
1100;12257;6361;0,90
1100;11813;6352;0,90
1100;11984;5710;0,80
1100;11748;6251;0,80
1100;14030;7054;1,0
1100;12596;6842;0,90
1100;12416;6554;0,90
1100;12694;6047;0,90
1100;13210;6058;0,90
1200;12789;5999;0,80
1200;13269;6242;0,90
1200;15045;8361;1,10
1200;13600;6995;0,90
1200;15728;8554;1,10
1200;12645;6194;0,90
1200;15121;8795;1,10
1200;13416;6629;0,90
1200;14969;7168;1,0
1200;12950;6577;0,90
1300;15711;8404;1,10
1300;15230;6684;1,0
1300;14275;7056;1,0
1300;13900;6884;1,0
1300;15127;7300;1,0
1300;14508;7033;1,0
1300;14416;7725;1,10
1300;15294;8606;1,10
1300;18524;8537;1,19
1300;15308;6094;1,0
1400;15053;7618;1,0
1400;15467;7933;1,0
1400;16130;7935;1,10
1400;17224;7111;1,10
1400;15606;6997;1,10
1400;16219;7976;1,10
1400;17478;9687;1,30
1400;15653;7950;1,10
1400;16232;8178;1,10
1400;19096;8430;1,30
1500;17009;9308;1,19
1500;17344;9446;1,19
1500;17934;8466;1,19
1500;17091;8029;1,10
1500;18103;8655;1,30
1500;17710;9122;1,19
1500;18105;8591;1,19
1500;16776;8467;1,10
1500;17290;8681;1,19
1500;16728;7957;1,10
1600;19300;9700;1,30
1600;18756;10119;1,30
1600;18934;8148;1,19
1600;19900;9762;1,30
1600;20001;10234;1,39
1600;18270;9884;1,30
1600;19166;9229;1,30
1600;19486;9038;1,30
1600;19459;10326;1,39
1600;18346;9349;1,30
1700;18830;10468;1,39
1700;23736;11150;1,60
1700;21452;10791;1,39
1700;20403;9439;1,39
1700;20390;10774;1,50
1700;20405;9666;1,39
1700;21566;9757;1,39
1700;21245;9821;1,39
1700;20981;11236;1,50
1700;19247;9925;1,30
1800;21807;10278;1,39
1800;23380;12288;1,60
1800;23803;11108;1,50
1800;21307;10498;1,50
1800;21117;9806;1,39
1800;20911;11593;1,50
1800;23252;12905;1,60
1800;21341;11184;1,50
1800;22239;12438;1,60
1800;21728;11785;1,50
1900;23614;10245;1,50
1900;23440;12020;1,60
1900;22510;11014;1,50
1900;25512;12919;1,70
1900;24382;11875;1,60
1900;23783;12521;1,70
1900;22208;12884;1,60
1900;23395;10329;1,50
1900;24411;9728;1,50
1900;23241;13070;1,60
2000;22583;11630;1,60
2000;25179;12828;1,70
2000;23440;12799;1,60
2000;23586;10135;1,50
2000;23205;12011;1,60
2000;22662;12485;1,70
2000;23772;10506;1,50
2000;23857;12525;1,60
2000;24640;10816;1,60
2000;22617;10990;1,50
2100;25289;13201;1,80
2100;26483;13876;1,80
2100;26526;13102;1,80
2100;28087;11419;1,70
2100;25429;11982;1,60
2100;26478;11966;1,70
2100;25530;12927;1,70
2100;25202;12552;1,70
2100;26689;12617;1,80
2100;29620;12272;1,80
2200;28177;12038;1,80
2200;29587;13664;1,90
2200;29755;14601;2,0
2200;29602;15130;2,10
2200;28934;15055;1,90
2200;26585;13120;1,80
2200;29122;14383;1,90
2200;28150;13851;1,90
2200;27924;13679;1,90
2200;26405;12429;1,70
2300;32241;15877;2,10
2300;28853;15398;2,0
2300;30651;15674;2,10
2300;28205;14764;2,0
2300;28903;15291;2,0
2300;30394;15833;2,10
2300;31724;15137;2,10
2300;29693;13127;1,90
2300;27560;14407;1,90
2300;31479;15136;2,10
2400;31322;13109;1,90
2400;31336;17167;2,20
