"size";"compares";"swaps";"time"
100;2740;2644;4,0
200;10541;10346;13,0
300;20773;20478;25,0
400;40547;40151;49,0
500;62276;61781;78,0
600;88931;88336;116,0
700;124541;123847;157,0
800;157898;157105;195,0
900;205139;204244;253,0
1000;245974;244981;300,0
1100;302038;300944;363,0
1200;352914;351722;424,0
1300;418538;417245;502,0
1400;500566;499173;601,0
1500;555345;553854;667,0
1600;651949;650356;783,0
1700;728895;727200;877,0
1800;799544;797748;960,0
1900;877862;875968;1057,0
2000;988657;986665;1186,0
2100;1102894;1100800;1325,0
2200;1188232;1186038;1427,0
2300;1312855;1310559;1576,0
2400;1456692;1454305;1749,0
2500;1574826;1572335;1891,0
2600;1673141;1670547;2008,0
2700;1831649;1828959;2211,0
2800;1960574;1957780;2354,0
2900;2109479;2106585;2533,0
3000;2300089;2297096;2766,0
3100;2396604;2393509;2878,0
3200;2508121;2504931;3057,0
3300;2718885;2715589;3268,0
3400;2926239;2922854;3515,0
3500;3073961;3070467;3723,0
3600;3259138;3255543;3923,0
3700;3413728;3410034;4099,0
3800;3665610;3661821;4409,0
3900;3818679;3814787;4589,0
4000;3980112;3976120;4781,0
4100;4148483;4144394;5034,0
4200;4408802;4404612;5364,0
4300;4596526;4592237;5527,0
4400;4861260;4856864;5843,0
4500;5094979;5090487;6140,0
4600;5216139;5211544;6317,0
4700;5552559;5547870;6739,0
4800;5786289;5781501;7041,0
4900;6052339;6047446;7298,0
5000;6323661;6318672;7622,0
5100;6485057;6479969;7812,0
5200;6930367;6925173;8433,0
5300;7096487;7091195;8685,0
5400;7222022;7216634;8739,0
5500;7613096;7607602;9249,0
5600;7731655;7726066;9423,0
5700;8083584;8077893;9751,0
5800;8374480;8368690;10093,0
5900;8748808;8742917;10602,0
6000;9084307;9078319;10962,0
6100;9228179;9222087;11213,0
6200;9766404;9760216;11773,0
6300;10111414;10105126;12188,0
6400;10373005;10366612;12533,0
6500;10428900;10422412;12671,0
6600;11023253;11016662;13299,0
6700;11345370;11338676;13704,0
6800;11572696;11565907;13986,0
6900;11839707;11832820;14265,0
7000;12305075;12298093;14829,0
7100;12459621;12452533;14985,0
7200;13042668;13035482;15807,0
7300;13218131;13210839;15935,0
7400;13713063;13705670;16543,0
7500;14105279;14097784;17001,0
7600;14433907;14426317;17449,0
7700;14862121;14854434;17965,0
7800;15374698;15366909;18582,0
7900;15454038;15446151;18663,0
8000;15932932;15924936;19182,0
8100;16344608;16336521;19728,0
8200;16750881;16742691;20151,0
8300;17179102;17170809;20852,0
8400;17612388;17603997;21246,0
8500;18095363;18086871;21872,0
8600;18596566;18587975;22500,0
8700;18857248;18848555;22763,0
8800;19196656;19187864;23186,0
8900;19680846;19671954;23762,0
9000;20064221;20055233;24248,0
9100;20928171;20919078;25155,0
9200;20943730;20934541;25229,0
9300;21546167;21536879;26085,0
9400;22177502;22168112;26842,0
9500;22447856;22438366;27050,0
9600;22798111;22788517;27471,0
9700;23855719;23846029;28946,0
9800;23959928;23950138;28905,0
9900;24521614;24511722;29783,0
10000;25080529;25070539;30328,0
