"size";"compares";"swaps";"time"
100;562;323;0,0
200;1440;830;1,0
300;2244;1343;1,0
400;3548;2283;3,0
500;4389;2716;3,0
600;5429;3026;4,0
700;6049;3661;4,0
800;7789;4047;5,0
900;8634;5316;6,0
1000;9753;5149;7,0
1100;10730;6634;8,0
1200;11807;7099;9,0
1300;13469;6965;8,0
1400;14856;8649;11,0
1500;17618;9655;12,0
1600;17250;9458;11,0
1700;21099;11611;14,0
1800;21543;12127;15,0
1900;21141;12005;15,0
2000;22484;12209;15,0
2100;25178;12920;17,0
2200;25157;14465;16,0
2300;25553;15895;18,0
2400;29065;15714;19,0
2500;28218;15929;18,0
2600;34533;16376;21,0
2700;33593;17668;23,0
2800;32309;19814;23,0
2900;35268;17406;22,0
3000;36373;18423;23,0
3100;38308;24384;26,0
3200;38050;21717;25,0
3300;39042;22842;27,0
3400;42304;21161;26,0
3500;46437;26148;31,0
3600;48075;25178;30,0
3700;43763;27272;30,0
3800;47102;27992;32,0
3900;47080;26778;31,0
4000;54571;29925;37,0
4100;51012;26337;39,0
4200;51597;29909;34,0
4300;54720;30008;36,0
4400;54469;31821;36,0
4500;55422;33748;38,0
4600;58748;32359;39,0
4700;57961;34926;39,0
4800;64526;38034;44,0
4900;60647;35399;41,0
5000;62672;34457;40,0
5100;65101;37243;43,0
5200;69097;37810;44,0
5300;69755;37143;44,0
5400;68934;37090;45,0
5500;68946;37664;45,0
5600;71292;39211;46,0
5700;73891;41344;48,0
5800;74642;42556;48,0
5900;75919;41124;49,0
6000;79652;40821;49,0
6100;81862;46447;53,0
6200;81552;47708;53,0
6300;89221;47606;56,0
6400;83622;45350;54,0
6500;91674;47891;57,0
6600;85747;50507;57,0
6700;87371;49885;57,0
6800;93003;51148;60,0
6900;95506;46586;58,0
7000;93343;48494;59,0
7100;94105;54135;62,0
7200;93680;49837;61,0
7300;95177;55719;64,0
7400;103846;61836;70,0
7500;100898;63141;69,0
7600;101822;52839;64,0
7700;105489;64824;71,0
7800;113106;62906;73,0
7900;108317;60169;69,0
8000;114435;61259;72,0
8100;108435;57503;68,0
8200;111059;60848;72,0
8300;109634;61093;71,0
8400;111469;63272;73,0
8500;120387;71677;81,0
8600;115393;64760;73,0
8700;119267;67481;77,0
8800;121335;64803;76,0
8900;125711;66076;79,0
9000;120682;66886;78,0
9100;133521;70338;83,0
9200;144076;80901;93,0
9300;143100;67217;84,0
9400;131984;70171;83,0
9500;128479;74908;84,0
9600;135187;70875;85,0
9700;135118;72690;86,0
9800;138379;78043;90,0
9900;146934;79608;94,0
10000;135251;78064;88,0
